utt_id,audio_path,label,fold,family,source,inst_id,pitch,velocity
string_acoustic_085-078-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_085-078-050.wav,string,2,string,acoustic,85,78,50
string_acoustic_078-089-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_078-089-100.wav,string,5,string,acoustic,78,89,100
string_acoustic_026-056-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_026-056-127.wav,string,5,string,acoustic,26,56,127
string_acoustic_017-082-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_017-082-075.wav,string,3,string,acoustic,17,82,75
string_acoustic_029-091-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_029-091-127.wav,string,1,string,acoustic,29,91,127
string_acoustic_090-095-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_090-095-025.wav,string,2,string,acoustic,90,95,25
string_acoustic_075-055-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_075-055-025.wav,string,5,string,acoustic,75,55,25
string_acoustic_004-060-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_004-060-100.wav,string,2,string,acoustic,4,60,100
string_acoustic_044-089-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_044-089-127.wav,string,1,string,acoustic,44,89,127
string_acoustic_079-073-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_079-073-025.wav,string,2,string,acoustic,79,73,25
string_acoustic_058-082-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_058-082-075.wav,string,5,string,acoustic,58,82,75
string_acoustic_050-071-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_050-071-100.wav,string,3,string,acoustic,50,71,100
string_acoustic_060-039-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_060-039-127.wav,string,4,string,acoustic,60,39,127
string_acoustic_077-029-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_077-029-075.wav,string,1,string,acoustic,77,29,75
string_acoustic_038-096-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_038-096-100.wav,string,5,string,acoustic,38,96,100
string_acoustic_048-062-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_048-062-127.wav,string,1,string,acoustic,48,62,127
string_acoustic_066-058-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_066-058-127.wav,string,5,string,acoustic,66,58,127
string_acoustic_034-088-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_034-088-127.wav,string,3,string,acoustic,34,88,127
string_acoustic_002-031-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_002-031-025.wav,string,5,string,acoustic,2,31,25
string_acoustic_089-057-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_089-057-075.wav,string,4,string,acoustic,89,57,75
string_acoustic_015-058-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_015-058-100.wav,string,5,string,acoustic,15,58,100
string_acoustic_085-080-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_085-080-075.wav,string,5,string,acoustic,85,80,75
string_acoustic_090-070-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_090-070-127.wav,string,4,string,acoustic,90,70,127
string_acoustic_034-061-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_034-061-100.wav,string,3,string,acoustic,34,61,100
string_acoustic_013-042-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_013-042-100.wav,string,4,string,acoustic,13,42,100
string_acoustic_050-048-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_050-048-075.wav,string,5,string,acoustic,50,48,75
string_acoustic_017-052-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_017-052-100.wav,string,4,string,acoustic,17,52,100
string_acoustic_040-084-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_040-084-127.wav,string,3,string,acoustic,40,84,127
string_acoustic_084-077-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_084-077-127.wav,string,5,string,acoustic,84,77,127
string_acoustic_082-041-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_082-041-127.wav,string,3,string,acoustic,82,41,127
string_acoustic_055-069-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_055-069-050.wav,string,3,string,acoustic,55,69,50
string_acoustic_064-040-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_064-040-025.wav,string,1,string,acoustic,64,40,25
string_acoustic_019-024-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_019-024-075.wav,string,5,string,acoustic,19,24,75
string_acoustic_042-067-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_042-067-100.wav,string,1,string,acoustic,42,67,100
string_acoustic_084-079-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_084-079-025.wav,string,2,string,acoustic,84,79,25
string_acoustic_022-052-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_022-052-075.wav,string,3,string,acoustic,22,52,75
string_acoustic_026-068-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_026-068-127.wav,string,1,string,acoustic,26,68,127
string_acoustic_052-043-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_052-043-050.wav,string,3,string,acoustic,52,43,50
string_acoustic_055-057-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_055-057-100.wav,string,4,string,acoustic,55,57,100
string_acoustic_036-080-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_036-080-025.wav,string,2,string,acoustic,36,80,25
string_acoustic_002-041-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_002-041-100.wav,string,3,string,acoustic,2,41,100
string_acoustic_060-078-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_060-078-025.wav,string,3,string,acoustic,60,78,25
string_acoustic_042-037-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_042-037-100.wav,string,5,string,acoustic,42,37,100
string_acoustic_011-093-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_011-093-075.wav,string,3,string,acoustic,11,93,75
string_acoustic_069-055-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_069-055-050.wav,string,2,string,acoustic,69,55,50
string_acoustic_059-052-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_059-052-075.wav,string,3,string,acoustic,59,52,75
string_acoustic_087-036-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_087-036-050.wav,string,5,string,acoustic,87,36,50
string_acoustic_090-089-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_090-089-127.wav,string,3,string,acoustic,90,89,127
string_acoustic_017-045-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_017-045-100.wav,string,2,string,acoustic,17,45,100
string_acoustic_070-074-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_070-074-025.wav,string,4,string,acoustic,70,74,25
string_acoustic_026-093-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_026-093-100.wav,string,2,string,acoustic,26,93,100
string_acoustic_004-085-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_004-085-025.wav,string,1,string,acoustic,4,85,25
string_acoustic_078-056-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_078-056-100.wav,string,4,string,acoustic,78,56,100
string_acoustic_059-063-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_059-063-127.wav,string,2,string,acoustic,59,63,127
string_acoustic_002-094-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_002-094-100.wav,string,1,string,acoustic,2,94,100
string_acoustic_010-059-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_010-059-100.wav,string,3,string,acoustic,10,59,100
string_acoustic_031-061-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_031-061-050.wav,string,5,string,acoustic,31,61,50
string_acoustic_037-030-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_037-030-127.wav,string,5,string,acoustic,37,30,127
string_acoustic_027-048-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_027-048-050.wav,string,4,string,acoustic,27,48,50
string_acoustic_033-057-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_033-057-075.wav,string,2,string,acoustic,33,57,75
string_acoustic_031-073-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_031-073-075.wav,string,1,string,acoustic,31,73,75
string_acoustic_069-047-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_069-047-127.wav,string,1,string,acoustic,69,47,127
string_acoustic_021-056-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_021-056-025.wav,string,3,string,acoustic,21,56,25
string_acoustic_043-028-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_043-028-100.wav,string,2,string,acoustic,43,28,100
string_acoustic_029-046-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_029-046-075.wav,string,3,string,acoustic,29,46,75
string_acoustic_088-096-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_088-096-127.wav,string,5,string,acoustic,88,96,127
string_acoustic_066-089-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_066-089-025.wav,string,2,string,acoustic,66,89,25
string_acoustic_041-061-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_041-061-075.wav,string,4,string,acoustic,41,61,75
string_acoustic_050-072-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_050-072-025.wav,string,1,string,acoustic,50,72,25
string_acoustic_062-059-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_062-059-050.wav,string,2,string,acoustic,62,59,50
string_acoustic_064-037-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_064-037-127.wav,string,4,string,acoustic,64,37,127
string_acoustic_082-042-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_082-042-050.wav,string,2,string,acoustic,82,42,50
string_acoustic_043-043-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_043-043-075.wav,string,3,string,acoustic,43,43,75
string_acoustic_033-033-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_033-033-100.wav,string,5,string,acoustic,33,33,100
string_acoustic_023-077-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_023-077-100.wav,string,4,string,acoustic,23,77,100
string_acoustic_033-066-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_033-066-127.wav,string,4,string,acoustic,33,66,127
string_acoustic_083-062-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_083-062-025.wav,string,1,string,acoustic,83,62,25
string_acoustic_043-096-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_043-096-025.wav,string,1,string,acoustic,43,96,25
string_acoustic_086-059-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_086-059-127.wav,string,5,string,acoustic,86,59,127
string_acoustic_008-038-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_008-038-050.wav,string,3,string,acoustic,8,38,50
string_acoustic_005-084-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_005-084-100.wav,string,3,string,acoustic,5,84,100
string_acoustic_059-068-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_059-068-025.wav,string,5,string,acoustic,59,68,25
string_acoustic_033-085-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_033-085-127.wav,string,5,string,acoustic,33,85,127
string_acoustic_031-041-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_031-041-025.wav,string,4,string,acoustic,31,41,25
string_acoustic_029-070-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_029-070-100.wav,string,4,string,acoustic,29,70,100
string_acoustic_000-064-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_000-064-075.wav,string,5,string,acoustic,0,64,75
string_acoustic_019-068-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_019-068-050.wav,string,5,string,acoustic,19,68,50
string_acoustic_002-055-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_002-055-075.wav,string,2,string,acoustic,2,55,75
string_acoustic_001-080-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_001-080-050.wav,string,3,string,acoustic,1,80,50
string_acoustic_024-055-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_024-055-050.wav,string,3,string,acoustic,24,55,50
string_acoustic_011-059-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_011-059-127.wav,string,2,string,acoustic,11,59,127
string_acoustic_073-036-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_073-036-025.wav,string,3,string,acoustic,73,36,25
string_acoustic_076-054-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_076-054-075.wav,string,1,string,acoustic,76,54,75
string_acoustic_089-048-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_089-048-025.wav,string,5,string,acoustic,89,48,25
string_acoustic_043-075-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_043-075-127.wav,string,3,string,acoustic,43,75,127
string_acoustic_061-055-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_061-055-127.wav,string,4,string,acoustic,61,55,127
string_acoustic_023-068-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_023-068-100.wav,string,5,string,acoustic,23,68,100
string_electronic_000-070-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_electronic_000-070-127.wav,string,1,string,electronic,0,70,127
string_acoustic_050-071-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_050-071-075.wav,string,2,string,acoustic,50,71,75
string_acoustic_047-090-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_047-090-100.wav,string,5,string,acoustic,47,90,100
string_acoustic_027-054-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_027-054-050.wav,string,2,string,acoustic,27,54,50
string_acoustic_059-084-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_059-084-075.wav,string,2,string,acoustic,59,84,75
string_acoustic_036-056-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_036-056-025.wav,string,1,string,acoustic,36,56,25
string_acoustic_042-060-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_042-060-050.wav,string,3,string,acoustic,42,60,50
string_acoustic_086-068-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_086-068-050.wav,string,3,string,acoustic,86,68,50
string_acoustic_025-098-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_025-098-075.wav,string,4,string,acoustic,25,98,75
string_acoustic_038-081-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_038-081-075.wav,string,1,string,acoustic,38,81,75
string_acoustic_040-048-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_040-048-050.wav,string,4,string,acoustic,40,48,50
string_acoustic_065-053-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_065-053-127.wav,string,5,string,acoustic,65,53,127
string_acoustic_081-066-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_081-066-050.wav,string,1,string,acoustic,81,66,50
string_acoustic_031-043-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_031-043-025.wav,string,3,string,acoustic,31,43,25
string_acoustic_033-081-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_033-081-100.wav,string,3,string,acoustic,33,81,100
string_acoustic_060-079-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_060-079-100.wav,string,5,string,acoustic,60,79,100
string_acoustic_024-078-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_024-078-050.wav,string,2,string,acoustic,24,78,50
string_acoustic_074-066-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_074-066-075.wav,string,3,string,acoustic,74,66,75
string_acoustic_020-076-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_020-076-075.wav,string,1,string,acoustic,20,76,75
string_acoustic_036-060-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_036-060-100.wav,string,1,string,acoustic,36,60,100
string_acoustic_017-024-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_017-024-075.wav,string,3,string,acoustic,17,24,75
string_acoustic_047-060-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_047-060-050.wav,string,1,string,acoustic,47,60,50
string_acoustic_031-036-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_031-036-075.wav,string,4,string,acoustic,31,36,75
string_acoustic_048-045-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_048-045-025.wav,string,2,string,acoustic,48,45,25
string_acoustic_058-083-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_058-083-100.wav,string,1,string,acoustic,58,83,100
string_acoustic_074-057-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_074-057-127.wav,string,5,string,acoustic,74,57,127
string_acoustic_027-061-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_027-061-025.wav,string,4,string,acoustic,27,61,25
string_acoustic_033-047-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_033-047-127.wav,string,4,string,acoustic,33,47,127
string_acoustic_062-035-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_062-035-025.wav,string,3,string,acoustic,62,35,25
string_acoustic_023-080-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_023-080-100.wav,string,1,string,acoustic,23,80,100
string_acoustic_031-046-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_031-046-050.wav,string,1,string,acoustic,31,46,50
string_acoustic_061-057-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_061-057-050.wav,string,2,string,acoustic,61,57,50
string_acoustic_088-093-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_088-093-050.wav,string,5,string,acoustic,88,93,50
string_acoustic_043-065-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_043-065-100.wav,string,5,string,acoustic,43,65,100
string_acoustic_077-043-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_077-043-050.wav,string,2,string,acoustic,77,43,50
string_acoustic_082-036-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_082-036-050.wav,string,3,string,acoustic,82,36,50
string_acoustic_055-090-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_055-090-050.wav,string,3,string,acoustic,55,90,50
string_acoustic_019-074-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_019-074-127.wav,string,5,string,acoustic,19,74,127
string_acoustic_018-056-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_018-056-100.wav,string,1,string,acoustic,18,56,100
string_acoustic_061-052-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_061-052-025.wav,string,2,string,acoustic,61,52,25
string_acoustic_086-053-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_086-053-075.wav,string,2,string,acoustic,86,53,75
string_acoustic_083-059-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_083-059-127.wav,string,4,string,acoustic,83,59,127
string_acoustic_038-085-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_038-085-025.wav,string,4,string,acoustic,38,85,25
string_acoustic_083-057-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_083-057-050.wav,string,1,string,acoustic,83,57,50
string_acoustic_033-040-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_033-040-025.wav,string,1,string,acoustic,33,40,25
string_acoustic_051-060-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_051-060-050.wav,string,5,string,acoustic,51,60,50
string_acoustic_021-040-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_021-040-025.wav,string,5,string,acoustic,21,40,25
string_acoustic_024-041-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_024-041-075.wav,string,2,string,acoustic,24,41,75
string_acoustic_030-048-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_030-048-050.wav,string,4,string,acoustic,30,48,50
string_acoustic_027-047-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_027-047-050.wav,string,5,string,acoustic,27,47,50
string_acoustic_019-058-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_019-058-025.wav,string,2,string,acoustic,19,58,25
string_acoustic_043-064-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_043-064-025.wav,string,1,string,acoustic,43,64,25
string_acoustic_033-080-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_033-080-050.wav,string,4,string,acoustic,33,80,50
string_acoustic_073-036-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_073-036-075.wav,string,5,string,acoustic,73,36,75
string_acoustic_001-069-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_001-069-100.wav,string,4,string,acoustic,1,69,100
string_acoustic_038-050-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_038-050-100.wav,string,1,string,acoustic,38,50,100
string_acoustic_079-060-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_079-060-025.wav,string,1,string,acoustic,79,60,25
string_acoustic_051-066-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_051-066-050.wav,string,2,string,acoustic,51,66,50
string_acoustic_011-080-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_011-080-025.wav,string,4,string,acoustic,11,80,25
string_acoustic_015-052-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_015-052-025.wav,string,2,string,acoustic,15,52,25
string_acoustic_005-089-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_005-089-050.wav,string,4,string,acoustic,5,89,50
string_acoustic_005-054-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_005-054-025.wav,string,2,string,acoustic,5,54,25
string_acoustic_075-092-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_075-092-075.wav,string,2,string,acoustic,75,92,75
string_acoustic_084-067-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_084-067-025.wav,string,1,string,acoustic,84,67,25
string_acoustic_047-064-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_047-064-050.wav,string,2,string,acoustic,47,64,50
string_acoustic_062-054-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_062-054-075.wav,string,5,string,acoustic,62,54,75
string_acoustic_010-037-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_010-037-127.wav,string,1,string,acoustic,10,37,127
string_acoustic_079-066-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_079-066-050.wav,string,2,string,acoustic,79,66,50
string_acoustic_036-092-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_036-092-127.wav,string,3,string,acoustic,36,92,127
string_acoustic_069-074-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_069-074-127.wav,string,5,string,acoustic,69,74,127
string_acoustic_004-052-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_004-052-075.wav,string,2,string,acoustic,4,52,75
string_acoustic_086-084-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_086-084-050.wav,string,2,string,acoustic,86,84,50
string_acoustic_077-028-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_077-028-025.wav,string,1,string,acoustic,77,28,25
string_acoustic_062-049-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_062-049-100.wav,string,2,string,acoustic,62,49,100
string_acoustic_054-053-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_054-053-127.wav,string,5,string,acoustic,54,53,127
string_acoustic_082-026-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_082-026-075.wav,string,5,string,acoustic,82,26,75
string_acoustic_085-090-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_085-090-100.wav,string,3,string,acoustic,85,90,100
string_acoustic_008-053-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_008-053-025.wav,string,2,string,acoustic,8,53,25
string_acoustic_087-026-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_087-026-100.wav,string,5,string,acoustic,87,26,100
string_acoustic_008-047-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_008-047-025.wav,string,4,string,acoustic,8,47,25
string_acoustic_002-026-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_002-026-127.wav,string,3,string,acoustic,2,26,127
string_acoustic_090-084-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_090-084-025.wav,string,5,string,acoustic,90,84,25
string_acoustic_024-054-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_024-054-075.wav,string,4,string,acoustic,24,54,75
string_acoustic_069-042-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_069-042-025.wav,string,4,string,acoustic,69,42,25
string_acoustic_059-072-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_059-072-050.wav,string,5,string,acoustic,59,72,50
string_acoustic_052-058-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_052-058-100.wav,string,2,string,acoustic,52,58,100
string_acoustic_059-070-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_059-070-075.wav,string,2,string,acoustic,59,70,75
string_acoustic_030-064-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_030-064-050.wav,string,3,string,acoustic,30,64,50
string_acoustic_026-057-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_026-057-050.wav,string,5,string,acoustic,26,57,50
string_acoustic_070-093-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_070-093-025.wav,string,4,string,acoustic,70,93,25
string_acoustic_086-059-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_086-059-075.wav,string,1,string,acoustic,86,59,75
string_acoustic_017-053-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_017-053-100.wav,string,4,string,acoustic,17,53,100
string_acoustic_074-076-025,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_074-076-025.wav,string,4,string,acoustic,74,76,25
string_acoustic_054-080-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_054-080-050.wav,string,1,string,acoustic,54,80,50
string_acoustic_000-034-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_000-034-075.wav,string,3,string,acoustic,0,34,75
string_acoustic_089-065-075,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_089-065-075.wav,string,4,string,acoustic,89,65,75
string_acoustic_019-084-100,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_019-084-100.wav,string,3,string,acoustic,19,84,100
string_acoustic_054-073-127,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_054-073-127.wav,string,5,string,acoustic,54,73,127
string_acoustic_023-084-050,/mnt/tmp/datasets/music/nsynth/train_30k/string_acoustic_023-084-050.wav,string,5,string,acoustic,23,84,50
